gene_id,sample1,sample2,sample3,sample4,sample5,sample6
gene-RARS2|RARS2,195,251,227,51,66,369
gene-ORC3|ORC3,35,254,98,12,10,44
gene-AKIRIN2|AKIRIN2,2431,1356,1095,2951,956,269
gene-LOC101928911|LOC101928911,0,0,10,0,0,0
gene-LOC105377882|LOC105377882,11,7,40,0,0,0
gene-LOC107986541|LOC107986541,0,0,30,0,0,0
gene-ACTBP8|ACTBP8,3,12,12,4,8,1
gene-LOC105377885|LOC105377885,0,0,0,0,0,0
gene-LOC124901358|LOC124901358,0,18,0,0,0,0
gene-RNGTT|RNGTT,2,129,77,11,18,0
gene-LOC124901521|LOC124901521,0,0,0,0,0,0
gene-PNRC1|PNRC1,282,3696,2001,168,110,283
gene-PM20D2|PM20D2,25,235,128,23,15,0
gene-SRSF12|SRSF12,0,8,46,0,0,0
gene-LOC101929004|LOC101929004,0,20,5,0,0,0
gene-GABRR2|GABRR2,0,50,104,0,0,0
gene-TUBB3P1|TUBB3P1,0,2,7,2,0,0
gene-UBE2J1|UBE2J1,4027,2147,1399,3041,2288,986
gene-RRAGD|RRAGD,102,82,49,58,0,5
gene-LOC124901360|LOC124901360,0,0,38,0,0,0
gene-ANKRD6|ANKRD6,23,27,10,22,5,0
gene-RN7SL11P|RN7SL11P,0,0,6,0,2,0
gene-LOC105377889|LOC105377889,0,0,0,0,0,0
gene-LOC124901359|LOC124901359,0,6,0,0,3,0
gene-LYRM2|LYRM2,27,295,270,40,22,121
gene-MDN1-AS1|MDN1-AS1,0,17,24,4,0,0
gene-PIMREGP3|PIMREGP3,0,5,1,0,1,0
gene-MDN1|MDN1,27,321,207,50,22,0
gene-CASP8AP2|CASP8AP2,57,178,184,12,17,0
gene-BACH2|BACH2,0,109,113,19,7,0
gene-LOC105377890|LOC105377890,0,0,16,0,0,0
gene-LOC124901361|LOC124901361,0,11,0,3,0,0
gene-LOC105377891|LOC105377891,2,18,4,0,0,0
gene-MIR4464|MIR4464,0,0,0,0,0,0
rna-NR_039671.1|MIR4464,0,0,0,0,0,0
gene-LOC124901362|LOC124901362,0,0,0,0,0,0
gene-MAP3K7|MAP3K7,242,318,273,104,57,188
gene-LOC124901363|LOC124901363,2,0,0,0,0,0
gene-LOC105377894|LOC105377894,0,9,0,0,0,0
gene-LOC107986625|LOC107986625,0,4,0,0,0,0
gene-EPHA7|EPHA7,0,42,15,0,0,0
gene-LOC105377899|LOC105377899,2,17,18,0,0,0
gene-TSG1|TSG1,0,18,16,0,0,3
gene-LOC105377901|LOC105377901,3,0,0,0,0,0
gene-MANEA|MANEA,6,177,161,26,29,0
gene-MANEA-DT|MANEA-DT,16,42,6,0,0,0
gene-FUT9|FUT9,0,43,79,3,3,6
gene-LOC105377905|LOC105377905,37,108,49,13,6,0
gene-UFL1-AS1|UFL1-AS1,0,168,139,7,0,2
gene-RN7SL797P|RN7SL797P,0,0,8,0,0,0
gene-UFL1|UFL1,11,382,200,40,12,410
gene-GPR63|GPR63,4,74,54,13,13,0
gene-NDUFAF4|NDUFAF4,14,94,91,4,11,0
gene-MMS22L|MMS22L,5,107,203,0,3,0
gene-LOC105377909|LOC105377909,0,0,0,0,0,0
gene-LOC107986627|LOC107986627,0,3,0,0,0,0
gene-LOC101927314|LOC101927314,6,21,4,0,0,0
gene-FBXL4|FBXL4,724,295,559,169,186,236
gene-FAXC|FAXC,0,77,0,0,0,0
gene-PNISR|PNISR,134,1958,1353,104,69,460
gene-PNISR-AS1|PNISR-AS1,0,4,15,0,0,0
gene-USP45|USP45,10,57,118,0,0,0
gene-TSTD3|TSTD3,46,95,141,3,40,3
gene-CCNC|CCNC,18,211,274,58,32,0
gene-LOC124901365|LOC124901365,3,1,21,0,0,0
gene-SIM1|SIM1,0,16,9,0,0,0
gene-SIM1-AS1|SIM1-AS1,8,18,148,0,0,0
gene-ASCC3|ASCC3,65,253,199,54,30,35
gene-LOC153893|LOC153893,0,24,30,0,0,0
gene-LOC105377918|LOC105377918,32,15,11,0,7,0
gene-LOC102724443|LOC102724443,8,11,10,0,0,0
gene-HACE1|HACE1,61,109,137,27,9,0
gene-BVES|BVES,14,53,109,7,0,3
gene-RPL35P3|RPL35P3,0,0,3,0,0,0
gene-PREP|PREP,84,293,136,25,17,1
gene-RPL7AP35|RPL7AP35,11,3,8,0,0,0
gene-LOC105377921|LOC105377921,0,34,7,0,0,0
gene-PRDM1|PRDM1,11,334,160,16,10,0
gene-ATG5|ATG5,40,165,236,46,11,0
gene-CRYBG1|CRYBG1,36,426,271,34,0,0
gene-LOC105377924|LOC105377924,0,0,0,0,0,0
gene-LOC101927405|LOC101927405,0,6,0,0,0,0
gene-RTN4IP1|RTN4IP1,0,38,5,0,0,0
gene-QRSL1|QRSL1,13,213,159,7,10,111
gene-LOC105377927|LOC105377927,0,0,0,0,0,0
gene-CD24|CD24,37,174,57,6,23,0
gene-BEND3|BEND3,0,59,33,0,3,0
gene-PDSS2|PDSS2,0,47,39,0,4,0
gene-LOC124901366|LOC124901366,20,8,18,4,0,0
gene-SCML4|SCML4,14,314,115,7,0,0
gene-SEC63|SEC63,285,677,438,81,78,5
gene-OSTM1|OSTM1,824,632,522,559,433,0
gene-RPL3P7|RPL3P7,21,119,76,13,9,23
gene-LOC105377929|LOC105377929,7,12,0,0,0,0
gene-LOC124901368|LOC124901368,0,0,4,0,0,0
gene-OSTM1-AS1|OSTM1-AS1,0,15,0,0,0,0
gene-NR2E1|NR2E1,0,0,11,0,0,0
gene-LOC124901369|LOC124901369,0,40,35,0,0,0
gene-LOC124901529|LOC124901529,0,0,0,0,0,0
gene-SNX3|SNX3,6616,6086,3233,4861,2746,1152
gene-AFG1L|AFG1L,1,173,106,5,25,3
gene-RPL36AP24|RPL36AP24,0,0,0,0,0,0
gene-LOC124901371|LOC124901371,0,0,0,0,0,0
gene-LOC124901370|LOC124901370,0,26,11,5,0,0
gene-FOXO3|FOXO3,1173,815,831,1358,403,11
gene-SUMO2P8|SUMO2P8,4,3,47,2,0,1
gene-ARMC2|ARMC2,0,64,94,4,5,3
gene-LOC124901373|LOC124901373,0,0,0,0,0,0
gene-ARMC2-AS1|ARMC2-AS1,0,22,16,0,0,0
gene-SESN1|SESN1,19,224,264,29,19,0
gene-LOC124901481|LOC124901481,3,0,0,4,0,5
gene-CEP57L1|CEP57L1,101,242,55,50,78,0
gene-CCDC162P|CCDC162P,0,17,13,0,0,0
gene-LOC124901374|LOC124901374,0,0,10,0,0,0
gene-LOC124901530|LOC124901530,0,0,0,0,0,0
gene-RNY3P11|RNY3P11,0,0,0,0,0,0
gene-CD164|CD164,2862,3854,2397,2073,1215,185
gene-PPIL6|PPIL6,0,44,140,14,0,0
gene-SMPD2|SMPD2,0,83,84,0,6,36
gene-MICAL1|MICAL1,25,427,346,0,0,95
gene-ZBTB24|ZBTB24,8,152,82,5,0,0
gene-ZBTB24-DT|ZBTB24-DT,0,6,0,0,0,0
gene-AK9|AK9,161,115,97,42,56,14
gene-FIG4|FIG4,19,297,164,18,21,267
gene-LOC107986631|LOC107986631,0,20,34,0,5,0
gene-WASF1|WASF1,126,36,65,260,93,0
gene-CDC40|CDC40,30,288,242,28,15,0
gene-METTL24|METTL24,5,13,4,15,12,0
gene-LOC105377937|LOC105377937,0,0,0,0,0,0
gene-LOC102724586|LOC102724586,0,0,0,0,0,0
gene-LOC105377940|LOC105377940,0,4,0,0,0,0
gene-LOC105377939|LOC105377939,0,0,0,0,0,0
gene-RPS19P5|RPS19P5,0,0,3,0,0,1
gene-LOC105377941|LOC105377941,0,0,0,0,0,0
gene-CDK19|CDK19,473,274,327,207,102,6
gene-LOC124901502|LOC124901502,0,7,0,0,0,0
gene-SNORA40C|SNORA40C,0,5,0,0,0,0
gene-CNN2P9|CNN2P9,0,0,0,0,0,0
gene-AMD1|AMD1,5881,2783,1786,2674,629,294
gene-LOC124901533|LOC124901533,0,0,0,0,0,0
gene-GTF3C6|GTF3C6,1316,1125,673,1701,970,717
gene-LOC124901375|LOC124901375,0,1,1,0,11,0
gene-RPF2|RPF2,23,154,53,0,0,0
gene-GSTM2P1|GSTM2P1,7,19,5,6,7,5
gene-SLC16A10|SLC16A10,24,77,102,19,22,3
gene-SNORD166|SNORD166,0,0,0,0,0,0
gene-LOC124901377|LOC124901377,0,0,0,0,0,0
gene-MFSD4B-DT|MFSD4B-DT,0,0,0,0,0,0
gene-LOC124901378|LOC124901378,0,34,9,0,0,0
gene-LOC124901376|LOC124901376,0,24,5,0,14,0
gene-REV3L|REV3L,39,515,298,43,32,0
gene-TRAF3IP2-AS1|TRAF3IP2-AS1,40,108,182,10,7,7
gene-LOC107986520|LOC107986520,0,0,12,0,0,0
gene-LOC107986522|LOC107986522,0,111,61,0,0,0
gene-TRAF3IP2|TRAF3IP2,13,73,83,0,7,0
gene-LOC105377944|LOC105377944,0,20,24,2,0,2
gene-LOC124901539|LOC124901539,0,3,4,0,0,0
gene-FYN|FYN,1987,2202,1704,1973,705,491
gene-LOC105377945|LOC105377945,0,0,0,0,0,0
gene-LOC102724646|LOC102724646,0,29,14,0,0,0
gene-MFSD4B|MFSD4B,13,140,178,21,14,5
gene-BRD7P4|BRD7P4,10,11,0,2,3,0
gene-LOC105377947|LOC105377947,2,5,11,0,0,0
gene-CCN6|CCN6,0,11,3,0,0,0
gene-LAMA4|LAMA4,0,0,35,0,0,0
gene-LOC107986633|LOC107986633,0,0,0,0,0,0
gene-LAMA4-AS1|LAMA4-AS1,0,7,0,0,0,0
gene-LOC107986632|LOC107986632,0,0,19,0,0,0
gene-LOC105377950|LOC105377950,30,0,0,3,0,0
gene-LOC107986635|LOC107986635,11,6,29,7,9,0
gene-LOC107986636|LOC107986636,38,0,45,0,0,0
gene-LOC105377956|LOC105377956,0,0,0,0,0,0
gene-LOC107986637|LOC107986637,0,0,0,0,0,0
gene-LOC124901497|LOC124901497,0,0,0,0,0,0
gene-MARCKS|MARCKS,78,790,362,48,22,0
gene-HDAC2|HDAC2,179,553,485,221,90,53
gene-HDAC2-AS2|HDAC2-AS2,0,15,7,0,0,0
gene-LOC124901384|LOC124901384,0,14,14,0,0,0
gene-HS3ST5|HS3ST5,0,29,4,0,0,2
gene-RPSAP43|RPSAP43,0,4,0,0,0,0
gene-LOC124901383|LOC124901383,0,10,12,0,0,0
gene-LOC107986638|LOC107986638,0,14,23,0,0,0
gene-LOC105377960|LOC105377960,0,4,0,0,0,0
gene-FRK|FRK,0,78,170,3,0,0
gene-COL10A1|COL10A1,115,57,26,86,65,0
gene-TPI1P3|TPI1P3,3,15,2,2,5,3
gene-NT5DC1|NT5DC1,56,224,162,104,53,0
gene-TSPYL4|TSPYL4,3,77,32,3,0,0
gene-DSE|DSE,2378,704,849,1587,512,121
gene-CALHM6|CALHM6,90,470,155,25,30,0
gene-CALHM4|CALHM4,1,4,41,3,0,0
gene-LOC100287430|LOC100287430,12,44,18,0,0,2
gene-TSPYL1|TSPYL1,314,303,215,117,89,88
gene-LOC100287467|LOC100287467,14,6,6,16,4,0
gene-CALHM6-AS1|CALHM6-AS1,29,8,20,25,7,0
gene-TRAPPC3L|TRAPPC3L,3905,1535,743,2110,1170,389
gene-CALHM5|CALHM5,301,288,184,204,95,40
gene-RWDD1|RWDD1,134,520,349,88,165,0
gene-RSPH4A|RSPH4A,0,17,5,4,0,0
gene-LOC124901386|LOC124901386,0,5,7,8,0,0
gene-ZUP1|ZUP1,22,68,130,14,19,0
gene-KPNA5|KPNA5,727,411,381,58,38,6
gene-LOC124901560|LOC124901560,0,0,0,0,0,0
gene-RFX6|RFX6,0,8,25,0,0,0
gene-ROS1|ROS1,0,80,29,3,5,0
gene-DCBLD1|DCBLD1,0,79,27,0,0,0
gene-GOPC|GOPC,17,208,468,29,0,0
gene-LOC101927919|LOC101927919,0,0,33,0,5,0
gene-NUS1|NUS1,42,207,101,31,8,0
gene-SLC35F1|SLC35F1,0,7,6,0,0,3
gene-LOC105377967|LOC105377967,0,1,1,0,3,0
gene-LOC107986523|LOC107986523,0,0,5,0,0,0
gene-LOC124901387|LOC124901387,0,15,0,0,0,0
gene-RPL29P4|RPL29P4,18,165,86,9,5,28
gene-CEP85L|CEP85L,50,514,364,15,0,14
gene-LOC105377971|LOC105377971,0,44,0,0,0,0
gene-BRD7P3|BRD7P3,0,21,18,0,9,0
gene-PLN|PLN,0,32,2,0,0,0
gene-LOC107986524|LOC107986524,0,4,7,0,0,0
gene-LOC124901388|LOC124901388,0,73,20,0,0,2
gene-MCM9|MCM9,82,187,130,13,18,7
gene-LOC124901389|LOC124901389,0,0,0,0,0,0
gene-FAM184A|FAM184A,1,17,6,0,3,0
gene-MIR548B|MIR548B,0,0,0,0,0,0
rna-NR_030315.1|MIR548B,0,0,0,0,0,0
gene-ASF1A|ASF1A,134,339,257,194,101,3
gene-MAN1A1|MAN1A1,2119,591,799,1351,533,0
gene-LOC285762|LOC285762,0,5,0,0,0,0
gene-LOC107986525|LOC107986525,0,41,6,0,0,0
gene-LOC105377972|LOC105377972,0,0,7,0,0,0
gene-LOC105377975|LOC105377975,7,0,0,0,0,0
gene-LOC124901390|LOC124901390,7,41,9,0,0,0
gene-TBC1D32|TBC1D32,0,115,120,8,9,0
gene-LOC124901515|LOC124901515,0,0,0,0,0,0
gene-GJA1|GJA1,11,2,0,0,0,0
gene-RPL23AP48|RPL23AP48,2,0,4,0,0,0
gene-LOC105377979|LOC105377979,22,46,30,0,0,0
gene-SERINC1|SERINC1,367,987,748,199,83,63
gene-PKIB|PKIB,4,17,3,0,5,0
gene-LOC124901391|LOC124901391,2,9,26,0,7,0
gene-SMPDL3A|SMPDL3A,15,117,132,6,9,0
gene-TRDN|TRDN,0,38,42,0,9,0
gene-LOC124901393|LOC124901393,0,1,0,0,0,0
gene-LOC105377984|LOC105377984,0,0,0,0,0,0
gene-TRDN-AS1|TRDN-AS1,0,0,3,0,0,0
gene-LOC105377982|LOC105377982,0,10,20,7,0,0
gene-LOC105377981|LOC105377981,0,1,0,1,4,0
gene-NKAIN2|NKAIN2,130,18,0,68,30,0
gene-RNF217|RNF217,45,60,112,13,15,78
gene-RNF217-AS1|RNF217-AS1,38,14,0,14,14,0
gene-LOC124901395|LOC124901395,0,0,0,0,0,0
gene-HDDC2|HDDC2,10,280,96,18,10,0
gene-LOC107986640|LOC107986640,55,39,48,22,7,48
gene-HEY2|HEY2,7,19,0,10,0,0
gene-NCOA7|NCOA7,630,385,373,945,291,28
gene-NCOA7-AS1|NCOA7-AS1,0,4,0,0,0,0
gene-LOC124901397|LOC124901397,0,0,0,0,0,0
gene-HINT3|HINT3,191,108,120,65,37,0
gene-TRMT11|TRMT11,29,590,628,50,51,9
gene-PPP1R14BP5|PPP1R14BP5,0,0,0,0,0,0
gene-CENPW|CENPW,0,24,0,0,0,0
gene-PRELID1P1|PRELID1P1,1,14,14,1,2,3
gene-LOC105377991|LOC105377991,0,18,20,0,0,0
gene-LOC105377989|LOC105377989,7,76,52,5,0,0
gene-RSPO3|RSPO3,0,4,0,0,0,3
gene-RNF146|RNF146,18,290,152,46,15,0
gene-ECHDC1|ECHDC1,28,517,250,41,17,3
gene-LOC105377994|LOC105377994,0,38,15,0,0,0
gene-THEMIS|THEMIS,38,580,324,16,18,6
gene-PTPRK|PTPRK,0,30,15,2,0,0
gene-PTPRK-AS1|PTPRK-AS1,0,0,0,0,0,0
gene-LOC124900216|LOC124900216,0,112,71,12,8,0
gene-LOC124901543|LOC124901543,2,0,2,0,0,0
gene-LOC105377998|LOC105377998,13,11,7,0,0,0
gene-LAMA2|LAMA2,7,29,34,0,0,18
gene-BMPR1AP1|BMPR1AP1,0,1,3,0,1,0
gene-LOC124901401|LOC124901401,0,63,103,7,3,5
gene-LOC102723409|LOC102723409,64,53,83,32,19,45
gene-MESTP1|MESTP1,1,2,0,0,2,0
gene-ARHGAP18|ARHGAP18,8246,3542,2917,6092,2952,168
gene-TMEM244|TMEM244,0,9,4,0,0,0
gene-LOC105377999|LOC105377999,0,7,6,0,0,0
gene-L3MBTL3|L3MBTL3,128,237,302,41,30,166
gene-SAMD3|SAMD3,40,336,294,24,0,0
gene-LOC112267974|LOC112267974,0,0,38,0,0,0
gene-TMEM200A|TMEM200A,7,50,7,10,0,0
gene-EPB41L2|EPB41L2,0,214,126,19,21,3
gene-LOC105378004|LOC105378004,0,4,5,0,0,0
gene-LOC102723445|LOC102723445,0,0,5,0,0,0
gene-AKAP7|AKAP7,347,362,177,146,111,10
gene-LOC100421246|LOC100421246,0,0,0,1,0,0
gene-ENPP3|ENPP3,0,47,11,0,4,0
gene-CTAGE9|CTAGE9,0,2,2,0,0,0
gene-OR2A4|OR2A4,2,26,2,2,2,0
gene-ENPP1|ENPP1,0,37,0,0,6,0
gene-SELENOKP2|SELENOKP2,0,5,0,0,0,0
gene-CCN2-AS1|CCN2-AS1,25,56,20,23,0,0
gene-CCN2|CCN2,7,12,5,0,0,0
gene-LINC01013|LINC01013,4,74,6,5,12,0
gene-MOXD1|MOXD1,12,34,0,9,0,0
gene-STX7|STX7,2863,2034,1357,3133,758,159
gene-TAAR5|TAAR5,0,10,13,0,3,0
gene-TAAR3P|TAAR3P,5,11,17,0,0,0
gene-TAAR1|TAAR1,22,12,0,0,0,0
gene-CCNG1P1|CCNG1P1,0,0,0,0,0,2
gene-VNN1|VNN1,160,182,41,191,46,0
gene-VNN3P|VNN3P,9,41,8,0,0,0
gene-VNN2|VNN2,62,672,527,8,6,0
gene-SLC18B1|SLC18B1,0,321,186,22,0,0
gene-SNORD101|SNORD101,0,0,0,0,0,0
gene-SNORD100|SNORD100,0,0,2,0,0,0
gene-SNORA33|SNORA33,0,7,5,0,0,0
gene-RPS12|RPS12,452,4307,2977,171,319,597
gene-TBPL1|TBPL1,449,646,318,1467,468,64
gene-SLC2A12|SLC2A12,0,11,27,0,0,0
gene-LOC128092253|LOC128092253,1,0,0,1,1,0
gene-LOC124901404|LOC124901404,0,54,70,3,5,0
gene-HMGA1P7|HMGA1P7,0,25,0,0,0,0
gene-SGK1|SGK1,14,542,335,0,0,0
gene-LOC124901531|LOC124901531,0,3,0,0,0,0
gene-KRT8P42|KRT8P42,0,2,4,0,8,0
gene-CT69|CT69,0,0,3,0,0,0
gene-LINC01010|LINC01010,3,16,0,0,0,0
gene-LINC03002|LINC03002,0,11,14,0,0,0
gene-HBS1L|HBS1L,78,240,227,145,70,2
gene-MIR3662|MIR3662,3,1,0,0,0,0
rna-NR_037435.1|MIR3662,1,1,0,0,0,0
gene-LOC105378010|LOC105378010,0,0,0,0,0,0
gene-MYB|MYB,7,90,107,0,10,0
gene-LOC105378011|LOC105378011,0,0,0,0,0,0
gene-AHI1|AHI1,18,53,184,9,16,24
gene-LOC124901407|LOC124901407,0,7,0,0,0,0
gene-AHI1-DT|AHI1-DT,6,0,3,0,0,0
gene-GAPDHP73|GAPDHP73,0,13,2,0,0,0
gene-LINC02524|LINC02524,0,8,0,3,0,0
gene-PDE7B|PDE7B,0,13,64,0,0,0
gene-LOC101928373|LOC101928373,0,55,20,0,0,0
gene-PDE7B-AS1|PDE7B-AS1,0,0,0,2,0,0
gene-MTFR2|MTFR2,0,14,23,0,0,0
gene-BCLAF1|BCLAF1,110,1054,593,125,70,96
gene-LOC124901408|LOC124901408,0,0,0,0,0,0
gene-MAP7|MAP7,9,14,66,11,0,0
gene-RPLP1P8|RPLP1P8,0,10,0,0,2,0
gene-LOC124901409|LOC124901409,0,0,1,0,0,0
gene-MAP7-AS1|MAP7-AS1,1,3,2,0,0,1
gene-MAP3K5|MAP3K5,1947,615,914,1087,582,24
gene-MAP3K5-AS1|MAP3K5-AS1,0,0,0,0,0,0
gene-LOC124901410|LOC124901410,3,28,14,4,0,0
gene-MAP3K5-AS2|MAP3K5-AS2,44,106,44,7,20,0
gene-PEX7|PEX7,11,54,13,6,0,0
gene-LOC124900226|LOC124900226,0,5,4,0,1,0
gene-RPL7AP37|RPL7AP37,0,0,15,3,0,0
gene-SLC35D3|SLC35D3,297,199,290,257,131,0
gene-IL20RA|IL20RA,32,22,15,4,4,0
gene-NHEG1|NHEG1,8,0,7,0,0,0
gene-IL22RA2|IL22RA2,5,21,9,0,0,0
gene-IFNGR1|IFNGR1,351,1220,860,853,213,827
gene-LINC03004|LINC03004,0,0,0,0,0,0
gene-LOC105378018|LOC105378018,0,0,0,0,0,2
gene-LINC02539|LINC02539,0,0,0,0,0,0
gene-TNFAIP3|TNFAIP3,6,203,141,0,18,75
gene-WAKMAR2|WAKMAR2,16,26,0,12,0,0
gene-MARCKSL1P2|MARCKSL1P2,0,0,0,0,0,0
gene-HEBP2|HEBP2,18,747,275,38,43,330
gene-NHSL1|NHSL1,9,89,72,12,9,0
gene-MIR3145|MIR3145,0,1,3,0,0,0
rna-NR_036099.1|MIR3145,0,1,2,0,0,0
gene-NHSL1-AS1|NHSL1-AS1,0,0,0,0,0,0
gene-LOC124900217|LOC124900217,0,20,8,0,3,0
gene-CCDC28A|CCDC28A,88,289,106,109,21,116
gene-ECT2L|ECT2L,4,19,30,0,1,0
gene-ACKR4P1|ACKR4P1,0,13,36,8,0,0
gene-LOC124901516|LOC124901516,0,0,3,0,0,0
gene-LOC107986650|LOC107986650,0,72,26,0,2,0
gene-REPS1|REPS1,0,191,139,37,17,216
gene-ABRACL|ABRACL,220,926,358,91,72,267
gene-TXLNB|TXLNB,0,49,77,0,7,0
gene-CITED2|CITED2,16,130,31,3,5,0
gene-HECA|HECA,663,584,526,374,110,136
gene-LOC102723690|LOC102723690,3,7,10,0,0,0
gene-LOC107986651|LOC107986651,0,8,12,0,0,0
gene-LINC01625|LINC01625,0,5,0,0,0,0
gene-LOC105378024|LOC105378024,2,33,16,0,0,0
gene-LOC100129554|LOC100129554,3,5,12,0,0,2
gene-LOC105378027|LOC105378027,7,2,8,0,2,2
gene-LOC124901414|LOC124901414,0,0,0,0,0,0
gene-LOC105378026|LOC105378026,7,0,138,0,0,0
gene-MIR4465|MIR4465,0,0,0,0,0,0
rna-NR_039675.1|MIR4465,0,0,0,0,0,0
gene-LOC124901413|LOC124901413,0,49,54,9,0,0
gene-LOC102723724|LOC102723724,4,96,95,8,36,0
gene-LOC105378030|LOC105378030,24,65,65,0,15,3
gene-NMBR|NMBR,0,4,0,0,0,0
gene-GJE1|GJE1,0,0,0,0,0,0
gene-VTA1|VTA1,174,451,143,138,71,30
gene-LOC153910|LOC153910,0,17,5,0,0,0
gene-HIVEP2|HIVEP2,48,420,390,60,28,5
gene-LINC01277|LINC01277,6,0,0,0,3,0
gene-AIG1|AIG1,3321,1076,611,1376,924,98
gene-LOC107986656|LOC107986656,0,13,136,13,0,0
gene-ADAT2|ADAT2,190,182,184,126,68,0
gene-LOC124901417|LOC124901417,0,34,50,3,0,0
gene-LOC124901416|LOC124901416,203,75,33,68,32,22
gene-PEX3|PEX3,18,115,39,28,11,0
gene-FUCA2|FUCA2,277,277,181,138,137,162
gene-PHACTR2|PHACTR2,656,383,454,326,97,11
gene-PHACTR2-AS1|PHACTR2-AS1,0,10,9,0,0,0
gene-LTV1|LTV1,8,284,130,18,13,103
gene-ZC2HC1B|ZC2HC1B,0,2,0,0,0,0
gene-PLAGL1|PLAGL1,1,130,110,0,9,3
gene-HYMAI|HYMAI,0,3,35,0,2,1
gene-SF3B5|SF3B5,91,565,309,67,35,102
gene-LOC105378036|LOC105378036,0,0,0,0,0,0
gene-STX11|STX11,2645,2514,1567,2013,974,300
gene-LOC124901418|LOC124901418,0,0,19,0,0,0
gene-SNORA98|SNORA98,0,0,0,0,0,0
gene-UTRN|UTRN,1010,1851,1012,433,191,360
gene-TRL-TAA1-1|TRL-TAA1-1,6,0,5,2,2,0
gene-EPM2A|EPM2A,0,91,0,7,9,0
gene-EPM2A-DT|EPM2A-DT,0,6,21,0,0,0
gene-LOC105378039|LOC105378039,0,0,0,0,0,0
gene-LOC124901419|LOC124901419,0,0,0,0,0,0
gene-FBXO30|FBXO30,23,42,110,25,19,0
gene-SHPRH|SHPRH,46,288,290,26,0,0
gene-LOC124901420|LOC124901420,0,0,0,0,0,0
gene-GRM1|GRM1,4,21,10,3,3,2
gene-FUNDC2P3|FUNDC2P3,0,9,0,0,0,0
gene-RAB32|RAB32,6200,4357,2878,5129,3005,1725
gene-ADGB-DT|ADGB-DT,0,42,22,0,3,0
gene-LOC124901517|LOC124901517,0,2,0,0,0,0
gene-LOC105378040|LOC105378040,0,0,0,0,0,0
gene-ADGB|ADGB,7,15,17,4,8,1
gene-KATNBL1P6|KATNBL1P6,6,6,2,3,0,0
gene-LUADT1|LUADT1,0,0,0,0,0,0
gene-STXBP5|STXBP5,633,386,499,256,123,19
gene-LOC124901421|LOC124901421,0,17,58,0,0,0
gene-STXBP5-AS1|STXBP5-AS1,987,263,209,514,129,57
gene-LOC124901422|LOC124901422,12,5,0,7,6,0
gene-LOC124901423|LOC124901423,15,163,231,0,9,0
gene-UST|UST,66,32,65,17,11,0
gene-UST-AS1|UST-AS1,0,0,0,0,0,0
gene-LOC124901424|LOC124901424,0,1,0,0,0,0
gene-UST-AS2|UST-AS2,0,0,0,0,2,0
gene-LOC107986659|LOC107986659,6,7,30,6,13,0
gene-TAB2|TAB2,1198,796,1012,834,433,176
gene-TAB2-AS1|TAB2-AS1,0,0,0,0,0,0
gene-RN7SL234P|RN7SL234P,0,0,0,0,0,0
gene-SUMO4|SUMO4,2,9,0,3,3,0
gene-LOC729496|LOC729496,0,5,0,0,0,0
gene-ZC3H12D|ZC3H12D,7,65,89,0,0,0
gene-PPIL4|PPIL4,85,226,150,53,28,77
gene-RNU7-3P|RNU7-3P,1,0,1,0,0,0
gene-GINM1|GINM1,139,253,139,84,71,122
gene-KATNA1|KATNA1,16,153,56,42,10,170
gene-RPS18P9|RPS18P9,5,6,0,5,3,0
gene-LOC124901526|LOC124901526,3,1,0,0,0,0
gene-LATS1|LATS1,76,267,237,29,20,6
gene-LOC645967|LOC645967,3,14,1,8,2,0
gene-NUP43|NUP43,59,228,120,19,12,3
gene-PCMT1|PCMT1,2234,1778,1220,1950,835,254
gene-LOC107986660|LOC107986660,0,37,90,0,0,0
gene-LRP11|LRP11,0,39,0,0,0,0
gene-LOC124901427|LOC124901427,0,0,0,0,0,0
gene-RAET1E-AS1|RAET1E-AS1,0,0,6,0,0,0
gene-RAET1E|RAET1E,0,3,63,0,0,0
gene-LOC100240714|LOC100240714,0,0,0,0,0,2
gene-RAET1G|RAET1G,0,0,25,3,0,0
gene-RAET1E-LRP11|RAET1E-LRP11,26,6,0,5,0,0
gene-ULBP2|ULBP2,0,5,4,0,0,0
gene-RAET1L|RAET1L,0,3,0,0,0,0
gene-LOC124901527|LOC124901527,0,0,0,0,0,0
gene-PPP1R14C|PPP1R14C,74,16,3,50,15,0
gene-LOC105378054|LOC105378054,0,0,0,0,0,0
gene-LOC124901429|LOC124901429,3,0,10,0,0,0
gene-PLEKHG1|PLEKHG1,0,29,37,16,5,0
gene-LOC124901430|LOC124901430,0,22,26,0,0,0
gene-PDCL3P5|PDCL3P5,1,17,26,1,4,0
gene-MTHFD1L|MTHFD1L,29,177,224,15,6,39
gene-LOC124901432|LOC124901432,0,0,0,0,0,0
gene-RPL32P16|RPL32P16,0,28,8,1,0,2
gene-MIR12131|MIR12131,0,0,2,0,0,0
rna-NR_162145.1|MIR12131,0,0,1,0,0,0
gene-ARL4AP5|ARL4AP5,1,7,4,1,0,8
gene-AKAP12|AKAP12,0,50,13,0,0,0
gene-RNY4P20|RNY4P20,0,0,0,0,0,0
gene-LOC124901550|LOC124901550,0,0,0,0,0,0
gene-ZBTB2|ZBTB2,81,209,257,82,0,0
gene-LOC124901232|LOC124901232,10,180,42,0,0,0
gene-RMND1|RMND1,0,63,16,10,0,0
